"employee_row_id","eeid","full_name","job_title","department","business_unit","gender","ethnicity","age","hire_date","tenure_years","annual_salary","salary_band","bonus_pct","bonus_amount","country","city","is_duplicate_eeid"
630,"E00436","Lincoln Reyes","Computer Systems Manager","IT","Manufacturing","Male","Latino",60,"1998-08-03 00:00:00",28.0,85120,"Very Low",0.09,76.61,"United States","Seattle",True
631,"E02832","Penelope Jordan","Computer Systems Manager","IT","Manufacturing","Female","Caucasian",26,"2019-09-27 00:00:00",6.8,84913,"Very Low",0.07,59.44,"United States","Chicago",False
632,"E01258","Gabriel Brooks","Network Engineer","IT","Manufacturing","Male","Caucasian",29,"2018-12-10 00:00:00",7.6,84596,"Very Low",0.0,0.0,"United States","Miami",False
633,"E00494","Robert Alvarez","Service Desk Analyst","IT","Corporate","Male","Latino",39,"2016-10-21 00:00:00",9.7,84297,"Very Low",0.0,0.0,"Brazil","Manaus",False
634,"E00965","Jacob Khan","Computer Systems Manager","IT","Speciality Products","Male","Asian",53,"2008-02-09 00:00:00",18.4,84193,"Very Low",0.09,75.77,"China","Shanghai",False
635,"E01797","Piper Lewis","Field Engineer","Engineering","Research & Development","Female","Caucasian",33,"2018-12-22 00:00:00",7.6,83990,"Very Low",0.0,0.0,"United States","Chicago",False
636,"E04290","Hannah Gomez","Technical Architect","IT","Manufacturing","Female","Latino",25,"2021-05-11 00:00:00",5.2,83934,"Very Low",0.0,0.0,"United States","Miami",False
637,"E02838","Julia Pham","Engineering Manager","Engineering","Speciality Products","Female","Asian",65,"2006-03-16 00:00:00",20.3,83756,"Very Low",0.14,117.26,"China","Shanghai",False
638,"E02720","Jaxon Fong","Sr. Analyst","Sales","Speciality Products","Male","Asian",59,"1997-03-13 00:00:00",29.4,83685,"Very Low",0.0,0.0,"China","Beijing",False
639,"E01499","Elias Zhang","Solutions Architect","IT","Research & Development","Male","Asian",54,"2013-07-13 00:00:00",13.0,83639,"Very Low",0.0,0.0,"China","Beijing",True
640,"E03332","Ruby Sun","Cloud Infrastructure Architect","IT","Manufacturing","Female","Asian",50,"2021-09-06 00:00:00",4.9,83418,"Very Low",0.0,0.0,"China","Shanghai",False
641,"E00144","Theodore Ngo","Controls Engineer","Engineering","Research & Development","Male","Asian",55,"2018-04-29 00:00:00",8.2,83378,"Very Low",0.0,0.0,"China","Beijing",False
642,"E04035","Penelope Johnson","Sr. Analyst","Marketing","Research & Development","Female","Caucasian",34,"2012-06-25 00:00:00",14.1,83066,"Very Low",0.0,0.0,"United States","Chicago",True
643,"E04242","Alice Lopez","Test Engineer","Engineering","Speciality Products","Female","Latino",48,"2009-06-27 00:00:00",17.1,82907,"Very Low",0.0,0.0,"United States","Seattle",False
644,"E01417","Leah Pena","Enterprise Architect","IT","Corporate","Female","Latino",57,"1994-01-03 00:00:00",32.6,82872,"Very Low",0.0,0.0,"Brazil","Manaus",False
645,"E02855","Piper Cheng","Enterprise Architect","IT","Manufacturing","Female","Asian",62,"2009-03-15 00:00:00",17.3,82839,"Very Low",0.0,0.0,"United States","Miami",False
646,"E03830","Madison Her","Technical Architect","IT","Speciality Products","Female","Asian",56,"1996-06-22 00:00:00",30.1,82806,"Very Low",0.0,0.0,"United States","Seattle",True
647,"E00488","Emery Hunter","Sr. Analyst","Sales","Corporate","Female","Caucasian",28,"2021-07-03 00:00:00",5.0,82739,"Very Low",0.0,0.0,"United States","Phoenix",False
648,"E00099","Brooklyn Salazar","IT Systems Architect","IT","Manufacturing","Female","Latino",44,"2011-03-01 00:00:00",15.4,82462,"Very Low",0.0,0.0,"United States","Austin",False
649,"E03429","Ian Wu","Sr. Analyst","Marketing","Manufacturing","Male","Asian",51,"2012-04-14 00:00:00",14.3,82300,"Very Low",0.0,0.0,"China","Chengdu",False
650,"E01638","Maria He","IT Systems Architect","IT","Corporate","Female","Asian",45,"2010-08-28 00:00:00",15.9,82162,"Very Low",0.0,0.0,"China","Beijing",True
651,"E01484","Anna Zhu","Service Desk Analyst","IT","Manufacturing","Female","Asian",48,"2003-08-22 00:00:00",22.9,82017,"Very Low",0.0,0.0,"China","Beijing",False
652,"E04335","Parker Allen","Sr. Analyst","Sales","Speciality Products","Male","Caucasian",31,"2018-08-13 00:00:00",7.9,81828,"Very Low",0.0,0.0,"United States","Miami",False
653,"E01019","Dominic Scott","Sr. Analyst","Sales","Corporate","Male","Caucasian",45,"2011-03-16 00:00:00",15.3,81687,"Very Low",0.0,0.0,"United States","Phoenix",False
654,"E01479","Serenity Bailey","IT Systems Architect","IT","Manufacturing","Female","Caucasian",55,"2011-11-21 00:00:00",14.7,81218,"Very Low",0.0,0.0,"United States","Chicago",False
655,"E02939","Julian Fong","Quality Engineer","Engineering","Speciality Products","Male","Asian",61,"2002-11-22 00:00:00",23.7,80950,"Very Low",0.0,0.0,"China","Chongqing",False
656,"E02861","Daniel Perry","Enterprise Architect","IT","Research & Development","Male","Caucasian",62,"2001-04-15 00:00:00",25.3,80921,"Very Low",0.0,0.0,"United States","Columbus",False
657,"E04369","Santiago f Gray","Quality Engineer","Engineering","Corporate","Male","Caucasian",27,"2018-09-11 00:00:00",7.8,80745,"Very Low",0.0,0.0,"United States","Chicago",False
658,"E00467","Sofia Dinh","Operations Engineer","Engineering","Corporate","Female","Asian",55,"1995-08-04 00:00:00",31.0,80701,"Very Low",0.0,0.0,"United States","Chicago",False
659,"E04005","Lincoln Wong","Sr. Analyst","Finance","Corporate","Male","Asian",49,"2019-06-07 00:00:00",7.1,80700,"Very Low",0.0,0.0,"United States","Columbus",False
660,"E00956","Eleanor Chau","Development Engineer","Engineering","Research & Development","Female","Asian",37,"2020-03-08 00:00:00",6.4,80659,"Very Low",0.0,0.0,"United States","Phoenix",False
661,"E04598","Violet Garcia","Sr. Analyst","Marketing","Speciality Products","Female","Latino",35,"2017-01-10 00:00:00",9.5,80622,"Very Low",0.0,0.0,"United States","Austin",False
662,"E02535","Caroline Perez","Controls Engineer","Engineering","Corporate","Female","Latino",29,"2018-01-14 00:00:00",8.5,80516,"Very Low",0.0,0.0,"Brazil","Sao Paulo",False
663,"E03691","Colton Garcia","Solutions Architect","IT","Speciality Products","Male","Latino",55,"1993-11-17 00:00:00",32.7,80170,"Very Low",0.0,0.0,"United States","Miami",False
664,"E04784","Joshua Lin","Technical Architect","IT","Research & Development","Male","Asian",37,"2016-02-05 00:00:00",10.4,80055,"Very Low",0.0,0.0,"China","Beijing",False
665,"E03906","Piper Richardson","Sr. Analyst","Sales","Corporate","Female","Caucasian",38,"2008-01-27 00:00:00",18.5,80024,"Very Low",0.0,0.0,"United States","Columbus",False
666,"E02185","Wyatt Rojas","Computer Systems Manager","IT","Corporate","Male","Latino",32,"2013-03-20 00:00:00",13.3,79921,"Very Low",0.05,39.96,"United States","Austin",True
667,"E01291","Thomas Aguilar","Sr. Account Representative","Sales","Speciality Products","Male","Latino",45,"2021-02-10 00:00:00",5.4,79882,"Very Low",0.0,0.0,"United States","Phoenix",False
668,"E04265","Natalia Diaz","Operations Engineer","Engineering","Corporate","Female","Latino",62,"2006-10-12 00:00:00",19.8,79785,"Very Low",0.0,0.0,"United States","Austin",False
669,"E00508","Thomas Jung","Sr. Analyst","Accounting","Research & Development","Male","Asian",50,"2009-10-23 00:00:00",16.7,79447,"Very Low",0.0,0.0,"China","Shanghai",False
670,"E00553","Isla Yoon","Quality Engineer","Engineering","Research & Development","Female","Asian",50,"2013-05-10 00:00:00",13.2,79388,"Very Low",0.0,0.0,"United States","Austin",False
671,"E00178","Harper Alexander","Sr. Analyst","Sales","Speciality Products","Female","Caucasian",26,"2019-10-14 00:00:00",6.8,79356,"Very Low",0.0,0.0,"United States","Phoenix",False
672,"E00371","Melody Grant","Quality Engineer","Engineering","Corporate","Female","Caucasian",41,"2005-10-07 00:00:00",20.8,79352,"Very Low",0.0,0.0,"United States","Seattle",False
673,"E04285","Riley Padilla","Technical Architect","IT","Manufacturing","Female","Latino",35,"2013-05-15 00:00:00",13.2,78940,"Very Low",0.0,0.0,"United States","Miami",False
674,"E03532","Jaxson Santiago","Engineering Manager","Engineering","Research & Development","Male","Latino",56,"2018-09-20 00:00:00",7.8,78938,"Very Low",0.14,110.51,"United States","Phoenix",False
675,"E03349","Anna Mehta","Cloud Infrastructure Architect","IT","Speciality Products","Female","Asian",32,"2020-01-05 00:00:00",6.5,78844,"Very Low",0.0,0.0,"United States","Seattle",True
676,"E02185","Aubrey Yoon","Sr. Business Partner","Human Resources","Research & Development","Female","Asian",60,"2005-11-11 00:00:00",20.7,78388,"Very Low",0.0,0.0,"China","Chongqing",True
677,"E04332","Ezra Simmons","Automation Engineer","Engineering","Speciality Products","Male","Caucasian",38,"2010-07-01 00:00:00",16.1,78237,"Very Low",0.0,0.0,"United States","Phoenix",True
678,"E01363","Ayla Daniels","Technical Architect","IT","Corporate","Female","Caucasian",53,"1997-04-23 00:00:00",29.2,78153,"Very Low",0.0,0.0,"United States","Miami",False
679,"E02555","Landon Lopez","Sr. Analyst","Accounting","Manufacturing","Male","Latino",38,"2008-07-05 00:00:00",18.0,78056,"Very Low",0.0,0.0,"Brazil","Sao Paulo",False
680,"E01090","Jacob Cheng","Quality Engineer","Engineering","Research & Development","Male","Asian",59,"2009-12-23 00:00:00",16.6,78006,"Very Low",0.0,0.0,"United States","Miami",True
681,"E01834","Chloe Allen","Solutions Architect","IT","Manufacturing","Female","Caucasian",64,"2004-07-08 00:00:00",22.0,77903,"Very Low",0.0,0.0,"United States","Seattle",False
682,"E04157","William Cao","Sr. Analyst","Marketing","Manufacturing","Male","Asian",63,"2017-02-12 00:00:00",9.4,77629,"Very Low",0.0,0.0,"China","Beijing",False
683,"E01649","Eva Alvarado","Computer Systems Manager","IT","Manufacturing","Female","Latino",46,"2017-04-24 00:00:00",9.2,77461,"Very Low",0.09,69.71,"Brazil","Sao Paulo",False
684,"E02856","Amelia Kaur","Operations Engineer","Engineering","Research & Development","Female","Asian",30,"2015-11-14 00:00:00",10.7,77442,"Very Low",0.0,0.0,"United States","Columbus",False
685,"E04927","Ezekiel Bryant","Sr. Analyst","Finance","Manufacturing","Male","Caucasian",55,"2002-07-19 00:00:00",24.0,77396,"Very Low",0.0,0.0,"United States","Miami",False
686,"E03838","Madeline Walker","Sr. Analyst","Finance","Speciality Products","Female","Caucasian",34,"2018-06-13 00:00:00",8.1,77203,"Very Low",0.0,0.0,"United States","Chicago",False
687,"E02192","Lucy Avila","Solutions Architect","IT","Speciality Products","Female","Latino",43,"2010-04-22 00:00:00",16.2,76912,"Very Low",0.0,0.0,"Brazil","Sao Paulo",False
688,"E03689","Wesley Gray","Sr. Analyst","Accounting","Speciality Products","Male","Caucasian",62,"2003-04-22 00:00:00",23.2,76906,"Very Low",0.0,0.0,"United States","Seattle",False
689,"E00145","Alexander Rivera","Sr. Analyst","Sales","Research & Development","Male","Latino",58,"2009-04-27 00:00:00",17.2,76802,"Very Low",0.0,0.0,"Brazil","Manaus",True
690,"E00431","Eliza Hernandez","Network Architect","IT","Corporate","Female","Latino",48,"2019-07-04 00:00:00",7.0,76588,"Very Low",0.0,0.0,"Brazil","Rio de Janerio",True
691,"E01429","Dylan Wilson","Network Administrator","IT","Research & Development","Male","Caucasian",48,"2006-09-27 00:00:00",19.8,76505,"Very Low",0.0,0.0,"United States","Seattle",False
692,"E02966","William Foster","Field Engineer","Engineering","Manufacturing","Male","Caucasian",58,"2002-05-23 00:00:00",24.2,76354,"Very Low",0.0,0.0,"United States","Phoenix",False
693,"E04466","Connor Bell","Network Administrator","IT","Corporate","Male","Black",54,"2000-04-01 00:00:00",26.3,76352,"Very Low",0.0,0.0,"United States","Austin",False
694,"E02877","Mila Allen","Controls Engineer","Engineering","Corporate","Female","Caucasian",56,"2015-10-14 00:00:00",10.8,76272,"Very Low",0.0,0.0,"United States","Miami",False
695,"E01591","Paisley Trinh","Technical Architect","IT","Corporate","Female","Asian",57,"1992-05-04 00:00:00",34.2,76202,"Very Low",0.0,0.0,"United States","Austin",False
696,"E00747","Leilani Baker","Technical Architect","IT","Speciality Products","Female","Caucasian",59,"2010-04-04 00:00:00",16.3,76027,"Very Low",0.0,0.0,"United States","Seattle",False
697,"E00900","Eleanor Delgado","Sr. Analyst","Marketing","Manufacturing","Female","Latino",33,"2014-04-27 00:00:00",12.2,75869,"Very Low",0.0,0.0,"Brazil","Sao Paulo",False
698,"E02258","Eliza Chen","Enterprise Architect","IT","Research & Development","Female","Asian",36,"2016-04-29 00:00:00",10.2,75862,"Very Low",0.0,0.0,"United States","Austin",False
699,"E03717","Joseph Ruiz","Field Engineer","Engineering","Manufacturing","Male","Latino",45,"2002-02-26 00:00:00",24.4,75819,"Very Low",0.0,0.0,"Brazil","Sao Paulo",False
700,"E03595","Christopher Howard","Enterprise Architect","IT","Speciality Products","Male","Caucasian",61,"2019-08-26 00:00:00",6.9,75780,"Very Low",0.0,0.0,"United States","Seattle",False
701,"E00634","Samantha Chavez","Sr. Analyst","Sales","Speciality Products","Female","Latino",53,"2017-01-09 00:00:00",9.5,75769,"Very Low",0.0,0.0,"Brazil","Manaus",False
702,"E01286","Liam Sanders","Sr. Business Partner","Human Resources","Corporate","Male","Caucasian",46,"2007-02-20 00:00:00",19.4,75579,"Very Low",0.0,0.0,"United States","Seattle",True
703,"E00592","Josephine Richardson","System Administrator ","IT","Manufacturing","Female","Caucasian",57,"1996-02-18 00:00:00",30.4,75354,"Very Low",0.0,0.0,"United States","Austin",False
704,"E02121","Levi Brown","Sr. Analyst","Sales","Corporate","Male","Black",36,"2021-12-26 00:00:00",4.6,75119,"Very Low",0.0,0.0,"United States","Chicago",False
705,"E00608","Anna Han","Development Engineer","Engineering","Manufacturing","Female","Asian",29,"2019-11-09 00:00:00",6.7,75012,"Very Low",0.0,0.0,"United States","Chicago",False
706,"E00701","Madeline Garcia","Sr. Business Partner","Human Resources","Speciality Products","Female","Latino",45,"2019-04-26 00:00:00",7.2,74891,"High",0.0,0.0,"Brazil","Rio de Janerio",False
707,"E04535","Charlotte Vo","System Administrator ","IT","Speciality Products","Female","Asian",57,"2014-01-10 00:00:00",12.5,74854,"High",0.0,0.0,"United States","Seattle",False
708,"E02259","Emily Lau","Sr. Analyst","Finance","Manufacturing","Female","Asian",35,"2019-03-18 00:00:00",7.3,74779,"High",0.0,0.0,"United States","Phoenix",False
709,"E04735","Nova Coleman","System Administrator ","IT","Manufacturing","Female","Caucasian",44,"2006-12-13 00:00:00",19.6,74738,"High",0.0,0.0,"United States","Miami",False
710,"E00502","Natalia Salazar","Sr. Analyst","Accounting","Manufacturing","Female","Latino",44,"2019-01-02 00:00:00",7.5,74691,"High",0.0,0.0,"Brazil","Manaus",False
711,"E03988","Dominic Thomas","Analyst II","Marketing","Manufacturing","Male","Caucasian",48,"2005-09-28 00:00:00",20.8,74655,"High",0.0,0.0,"United States","Austin",False
712,"E00555","Christian Ali","Analyst II","Marketing","Research & Development","Male","Asian",65,"2001-10-17 00:00:00",24.8,74631,"High",0.0,0.0,"China","Chongqing",True
713,"E04449","Miles Hsu","Analyst II","Finance","Research & Development","Male","Asian",55,"2014-03-16 00:00:00",12.3,74552,"High",0.0,0.0,"China","Chengdu",False
714,"E02875","Madeline Shin","Computer Systems Manager","IT","Speciality Products","Female","Asian",48,"2007-01-09 00:00:00",19.5,74546,"High",0.09,67.09,"United States","Seattle",False
715,"E01339","Jeremiah Hernandez","Network Engineer","IT","Manufacturing","Male","Latino",26,"2019-04-14 00:00:00",7.3,74467,"High",0.0,0.0,"United States","Columbus",False
716,"E04136","Mason Cao","Analyst II","Finance","Corporate","Male","Asian",52,"2017-09-14 00:00:00",8.8,74449,"High",0.0,0.0,"China","Beijing",False
717,"E01091","Carter Reed","Development Engineer","Engineering","Manufacturing","Male","Black",40,"2005-07-07 00:00:00",21.0,74412,"High",0.0,0.0,"United States","Seattle",False
718,"E01711","Benjamin Ford","Analyst II","Finance","Speciality Products","Male","Caucasian",31,"2021-04-22 00:00:00",5.2,74215,"High",0.0,0.0,"United States","Phoenix",False
719,"E03149","Layla Collins","IT Systems Architect","IT","Speciality Products","Female","Caucasian",26,"2021-03-11 00:00:00",5.4,74170,"High",0.0,0.0,"United States","Austin",False
720,"E04477","Connor Grant","Sr. Analyst","Accounting","Speciality Products","Male","Caucasian",27,"2021-10-13 00:00:00",4.8,74077,"High",0.0,0.0,"United States","Seattle",False
721,"E00538","Caleb Xiong","Sr. Account Representative","Sales","Corporate","Male","Asian",38,"2011-11-28 00:00:00",14.6,74010,"High",0.0,0.0,"United States","Chicago",False
722,"E01103","Lyla Alvarez","IT Systems Architect","IT","Research & Development","Female","Latino",55,"1994-08-30 00:00:00",31.9,73955,"High",0.0,0.0,"United States","Phoenix",False
723,"E02313","Jeremiah Lu","Network Architect","IT","Manufacturing","Male","Asian",50,"2001-03-06 00:00:00",25.4,73907,"High",0.0,0.0,"China","Shanghai",False
724,"E02428","Connor Luu","Computer Systems Manager","IT","Speciality Products","Male","Asian",35,"2016-05-03 00:00:00",10.2,73899,"High",0.05,36.95,"China","Chengdu",False
725,"E02744","Dylan Padilla","HRIS Analyst","Human Resources","Manufacturing","Male","Latino",31,"2015-12-09 00:00:00",10.6,73854,"High",0.0,0.0,"United States","Seattle",False
726,"E02492","Sebastian Gupta","Sr. Analyst","Marketing","Corporate","Male","Asian",40,"2014-09-22 00:00:00",11.8,73779,"High",0.0,0.0,"China","Chongqing",True
727,"E00813","Autumn Joseph","Enterprise Architect","IT","Corporate","Female","Black",39,"2018-05-09 00:00:00",8.2,73317,"High",0.0,0.0,"United States","Miami",False
728,"E01499","Liam Jordan","Computer Systems Manager","IT","Manufacturing","Male","Caucasian",28,"2020-08-08 00:00:00",5.9,73255,"High",0.09,65.93,"United States","Phoenix",True
729,"E04222","Quinn Xiong","Test Engineer","Engineering","Research & Development","Female","Asian",55,"2013-09-08 00:00:00",12.9,73248,"High",0.0,0.0,"United States","Columbus",False
730,"E02613","John Jung","Sr. Analyst","Sales","Speciality Products","Male","Asian",63,"2018-03-12 00:00:00",8.4,73200,"High",0.0,0.0,"China","Shanghai",True
731,"E03560","Ayla Ng","Account Representative","Sales","Manufacturing","Female","Asian",46,"2004-03-20 00:00:00",22.3,73004,"High",0.0,0.0,"China","Beijing",False
732,"E00667","Skylar Shah","Field Engineer","Engineering","Manufacturing","Female","Asian",42,"2012-04-27 00:00:00",14.2,72903,"High",0.0,0.0,"United States","Phoenix",False
733,"E03090","Penelope Choi","Technical Architect","IT","Speciality Products","Female","Asian",49,"2010-09-10 00:00:00",15.9,72826,"High",0.0,0.0,"China","Beijing",False
734,"E01268","Charlotte Wu","Sr. Business Partner","Human Resources","Manufacturing","Female","Asian",63,"2007-05-02 00:00:00",19.2,72805,"High",0.0,0.0,"China","Shanghai",False
735,"E04925","Athena Jordan","System Administrator ","IT","Manufacturing","Female","Black",42,"2011-02-19 00:00:00",15.4,72486,"High",0.0,0.0,"United States","Seattle",False
736,"E03273","Daniel Shah","Analyst II","Sales","Research & Development","Male","Asian",41,"2010-06-04 00:00:00",16.1,72425,"High",0.0,0.0,"China","Beijing",False
737,"E03170","Autumn Thao","Account Representative","Sales","Manufacturing","Female","Asian",63,"2017-09-26 00:00:00",8.8,72340,"High",0.0,0.0,"United States","Phoenix",False
738,"E04224","Lucas Ramos","Sr. Business Partner","Human Resources","Speciality Products","Male","Latino",56,"1998-01-21 00:00:00",28.5,72303,"High",0.0,0.0,"United States","Phoenix",False
739,"E00078","Eva Garcia","HRIS Analyst","Human Resources","Corporate","Female","Latino",31,"2021-04-11 00:00:00",5.3,72235,"High",0.0,0.0,"Brazil","Manaus",False
740,"E04853","Vivian Chu","Sr. Account Representative","Sales","Research & Development","Female","Asian",46,"2021-01-17 00:00:00",5.5,72131,"High",0.0,0.0,"China","Shanghai",False
741,"E03805","Autumn Gonzales","Analyst II","Sales","Corporate","Female","Latino",34,"2012-06-06 00:00:00",14.1,72126,"High",0.0,0.0,"Brazil","Manaus",False
742,"E00126","Isabella Scott","Network Administrator","IT","Research & Development","Female","Caucasian",58,"2016-04-26 00:00:00",10.2,72045,"High",0.0,0.0,"United States","Phoenix",False
743,"E00527","Mateo Chu","Field Engineer","Engineering","Speciality Products","Male","Asian",27,"2020-04-16 00:00:00",6.3,71864,"High",0.0,0.0,"China","Chengdu",False
744,"E02103","Andrew Ma","HRIS Analyst","Human Resources","Corporate","Male","Asian",31,"2017-09-24 00:00:00",8.8,71755,"High",0.0,0.0,"China","Chongqing",False
746,"E03824","Jameson Martin","Technical Architect","IT","Corporate","Male","Caucasian",37,"2008-02-15 00:00:00",18.4,71695,"High",0.0,0.0,"United States","Phoenix",True
747,"E01413","Caroline Nelson","Sr. Account Representative","Sales","Speciality Products","Female","Black",60,"1997-07-30 00:00:00",29.0,71677,"High",0.0,0.0,"United States","Columbus",False
748,"E00417","Athena Carrillo","Analyst II","Finance","Speciality Products","Female","Latino",39,"2006-04-06 00:00:00",20.3,71531,"High",0.0,0.0,"United States","Columbus",False
749,"E03720","Dominic Clark","Quality Engineer","Engineering","Research & Development","Male","Caucasian",52,"2012-10-17 00:00:00",13.8,71476,"High",0.0,0.0,"United States","Phoenix",True
750,"E03465","Harper Phan","Analyst II","Finance","Manufacturing","Female","Asian",45,"2016-12-07 00:00:00",9.6,71454,"High",0.0,0.0,"China","Shanghai",False
751,"E04288","Ella White","Development Engineer","Engineering","Manufacturing","Female","Caucasian",25,"2020-01-20 00:00:00",6.5,71359,"High",0.0,0.0,"United States","Phoenix",False
752,"E01898","Oliver Moua","IT Systems Architect","IT","Corporate","Male","Asian",29,"2021-06-28 00:00:00",5.1,71234,"High",0.0,0.0,"United States","Seattle",False
753,"E04378","Ezra Simmons","Network Administrator","IT","Manufacturing","Male","Black",31,"2016-05-07 00:00:00",10.2,71192,"High",0.0,0.0,"United States","Austin",False
754,"E02190","Gabriel Carter","Test Engineer","Engineering","Manufacturing","Male","Caucasian",57,"2018-07-18 00:00:00",8.0,71167,"High",0.0,0.0,"United States","Columbus",False
755,"E02047","Xavier Perez","Sr. Analyst","Sales","Manufacturing","Male","Latino",51,"1998-02-26 00:00:00",28.4,71111,"High",0.0,0.0,"Brazil","Rio de Janerio",False
756,"E01631","Leilani Yee","Sr. Analyst","Marketing","Speciality Products","Female","Asian",47,"2017-07-12 00:00:00",9.0,70996,"High",0.0,0.0,"China","Chengdu",False
757,"E00170","Hannah Nelson","Sr. Analyst","Marketing","Speciality Products","Female","Caucasian",35,"2019-09-07 00:00:00",6.9,70992,"High",0.0,0.0,"United States","Austin",True
758,"E02063","Ian Gutierrez","Sr. Business Partner","Human Resources","Research & Development","Male","Latino",32,"2021-04-09 00:00:00",5.3,70980,"High",0.0,0.0,"Brazil","Rio de Janerio",False
759,"E00245","Benjamin Delgado","Test Engineer","Engineering","Corporate","Male","Latino",64,"1992-09-28 00:00:00",33.8,70778,"High",0.0,0.0,"United States","Austin",True
760,"E03018","Autumn Reed","Development Engineer","Engineering","Corporate","Female","Caucasian",37,"2017-09-17 00:00:00",8.8,70770,"High",0.0,0.0,"United States","Miami",False
761,"E00386","Parker James","Quality Engineer","Engineering","Speciality Products","Male","Black",45,"2005-02-05 00:00:00",21.5,70505,"High",0.0,0.0,"United States","Austin",False
762,"E02072","Charles Robinson","HRIS Analyst","Human Resources","Speciality Products","Male","Caucasian",26,"2021-03-12 00:00:00",5.3,70369,"High",0.0,0.0,"United States","Seattle",False
763,"E00319","Ezra Wilson","Service Desk Analyst","IT","Manufacturing","Male","Caucasian",55,"2013-10-18 00:00:00",12.8,70334,"High",0.0,0.0,"United States","Miami",False
764,"E02378","Audrey Smith","Field Engineer","Engineering","Research & Development","Female","Caucasian",58,"1995-10-27 00:00:00",30.7,70189,"High",0.0,0.0,"United States","Columbus",False
765,"E00825","Anna Molina","Sr. Analyst","Accounting","Corporate","Female","Latino",41,"2016-06-12 00:00:00",10.1,70165,"High",0.0,0.0,"United States","Columbus",False
766,"E01724","Nolan Molina","Computer Systems Manager","IT","Corporate","Male","Latino",36,"2020-12-27 00:00:00",5.6,70165,"High",0.07,49.12,"Brazil","Manaus",False
767,"E01132","Aiden Bryant","Account Representative","Sales","Manufacturing","Male","Black",47,"2002-10-21 00:00:00",23.8,70122,"High",0.0,0.0,"United States","Columbus",True
768,"E01820","Nathan Miller","Quality Engineer","Engineering","Speciality Products","Male","Black",27,"2019-05-28 00:00:00",7.1,70110,"High",0.0,0.0,"United States","Miami",False
769,"E03440","Genesis Navarro","Cloud Infrastructure Architect","IT","Corporate","Female","Latino",41,"2009-04-28 00:00:00",17.2,69803,"High",0.0,0.0,"Brazil","Manaus",False
770,"E02642","Sebastian Rogers","HRIS Analyst","Human Resources","Research & Development","Male","Caucasian",38,"2019-11-29 00:00:00",6.6,69647,"High",0.0,0.0,"United States","Miami",False
771,"E04811","Athena Vasquez","Field Engineer","Engineering","Speciality Products","Female","Latino",59,"2014-09-16 00:00:00",11.8,69578,"High",0.0,0.0,"Brazil","Rio de Janerio",False
772,"E04877","Samuel Vega","Analyst II","Marketing","Speciality Products","Male","Latino",37,"2013-03-30 00:00:00",13.3,69570,"High",0.0,0.0,"United States","Miami",False
773,"E02283","Jaxon Park","Network Architect","IT","Manufacturing","Male","Asian",33,"2020-07-24 00:00:00",6.0,69453,"High",0.0,0.0,"China","Chengdu",False
774,"E03370","Ian Cortez","Analyst II","Marketing","Research & Development","Male","Latino",61,"2008-04-30 00:00:00",18.2,69352,"High",0.0,0.0,"Brazil","Rio de Janerio",False
775,"E00869","Nova Lin","Cloud Infrastructure Architect","IT","Manufacturing","Female","Asian",33,"2017-10-21 00:00:00",8.7,69332,"High",0.0,0.0,"United States","Columbus",False
776,"E00523","Daniel Jordan","Network Administrator","IT","Corporate","Male","Caucasian",58,"1993-07-26 00:00:00",33.0,69260,"High",0.0,0.0,"United States","Phoenix",False
777,"E04174","Maverick Henry","Computer Systems Manager","IT","Research & Development","Male","Caucasian",26,"2019-07-10 00:00:00",7.0,69110,"High",0.05,34.56,"United States","Chicago",False
778,"E00870","Evelyn Liang","Service Desk Analyst","IT","Speciality Products","Female","Asian",40,"2013-06-26 00:00:00",13.1,69096,"High",0.0,0.0,"United States","Seattle",False
779,"E04732","Benjamin Ramirez","Network Engineer","IT","Research & Development","Male","Latino",48,"2005-07-27 00:00:00",21.0,68987,"High",0.0,0.0,"United States","Chicago",True
780,"E00824","Everleigh Adams","Analyst II","Marketing","Manufacturing","Female","Caucasian",33,"2020-03-14 00:00:00",6.3,68846,"High",0.0,0.0,"United States","Chicago",False
781,"E02977","Nicholas Song","Analyst II","Marketing","Manufacturing","Male","Asian",52,"1999-05-23 00:00:00",27.2,68807,"High",0.0,0.0,"China","Chengdu",False
782,"E00415","Leilani Butler","Analyst II","Marketing","Manufacturing","Female","Black",27,"2021-09-21 00:00:00",4.8,68728,"High",0.0,0.0,"United States","Phoenix",False
783,"E00422","Jade Acosta","Development Engineer","Engineering","Research & Development","Female","Latino",47,"2015-08-29 00:00:00",10.9,68488,"High",0.0,0.0,"United States","Seattle",False
784,"E03354","Silas Estrada","IT Systems Architect","IT","Corporate","Male","Latino",49,"2016-06-24 00:00:00",10.1,68426,"High",0.0,0.0,"Brazil","Rio de Janerio",True
785,"E00555","Sofia Trinh","Network Architect","IT","Speciality Products","Female","Asian",45,"2006-12-18 00:00:00",19.6,68337,"High",0.0,0.0,"China","Chongqing",True
786,"E00521","Lily Carter","Network Architect","IT","Research & Development","Female","Caucasian",54,"1998-05-18 00:00:00",28.2,68268,"High",0.0,0.0,"United States","Phoenix",False
787,"E03540","Emma Perry","Solutions Architect","IT","Manufacturing","Female","Caucasian",28,"2018-01-22 00:00:00",8.5,68176,"High",0.0,0.0,"United States","Seattle",False
